Codigo de via;Clase de la via;Particula de la via;Nombre de la via;Tipo de tramo ;Nombre de la aproximacion;Numero inicial del tramo;Calificador del numero inicial del tramo;Numero final del tramo;Calificador del numero final del tramo;Zona S E R  del tramo
649200;CALLE                   ;DE    ;ROSARIO PINO                                    ;par  ;NUM;2;  ;998;  ;63
649300;CALLE                   ;DE    ;ROSARIO ROMERO                                  ;impar;NUM;1;  ;999;  ;64
649300;CALLE                   ;DE    ;ROSARIO ROMERO                                  ;par  ;NUM;2;  ;998;  ;64
649400;CALLE                   ;DE    ;ROSENDO CONDE                                   ;impar;NUM;1;  ;999;  ;65
649400;CALLE                   ;DE    ;ROSENDO CONDE                                   ;par  ;NUM;2;  ;998;  ;65
649700;GLORIETA                ;DE    ;RUBEN DARIO                                     ;impar;NUM;1;  ;999;  ;74
649700;GLORIETA                ;DE    ;RUBEN DARIO                                     ;par  ;NUM;2;  ;998;  ;74
650100;CALLE                   ;DE LA ;RUDA                                            ;impar;NUM;1;  ;999;  ;12
650100;CALLE                   ;DE LA ;RUDA                                            ;par  ;NUM;2;  ;998;  ;12
650300;CALLE                   ;DE    ;RUFINO BLANCO                                   ;impar;NUM;1;  ;999;  ;43
650300;CALLE                   ;DE    ;RUFINO BLANCO                                   ;par  ;NUM;2;  ;998;  ;43
650900;CALLE                   ;DE    ;RUIZ                                            ;impar;NUM;1;  ;23;  ;15
650900;CALLE                   ;DE    ;RUIZ                                            ;impar;NUM;25;  ;999;  ;73
650900;CALLE                   ;DE    ;RUIZ                                            ;par  ;NUM;2;  ;22;  ;15
650900;CALLE                   ;DE    ;RUIZ                                            ;par  ;NUM;24;  ;998;  ;73
651000;CALLE                   ;DE    ;RUIZ DE ALARCON                                 ;impar;NUM;1;  ;999;  ;35
651000;CALLE                   ;DE    ;RUIZ DE ALARCON                                 ;par  ;NUM;2;  ;998;  ;35
651100;GLORIETA                ;DE    ;RUIZ JIMENEZ                                    ;impar;NUM;1;  ;1;  ;15
651100;GLORIETA                ;DE    ;RUIZ JIMENEZ                                    ;impar;NUM;3;  ;3;  ;72
651100;GLORIETA                ;DE    ;RUIZ JIMENEZ                                    ;impar;NUM;5;  ;5;  ;73
651100;GLORIETA                ;DE    ;RUIZ JIMENEZ                                    ;impar;NUM;7;  ;7;  ;15
651100;GLORIETA                ;DE    ;RUIZ JIMENEZ                                    ;par  ;NUM;2;  ;2;  ;72
651100;GLORIETA                ;DE    ;RUIZ JIMENEZ                                    ;par  ;NUM;4;  ;4;  ;73
651100;GLORIETA                ;DE    ;RUIZ JIMENEZ                                    ;par  ;NUM;6;  ;8;  ;15
651200;CALLE                   ;DE    ;RUIZ OCAÑA                                      ;impar;NUM;1;  ;999;  ;44
651200;CALLE                   ;DE    ;RUIZ OCAÑA                                      ;par  ;NUM;2;  ;998;  ;44
651300;CALLE                   ;DE    ;RUIZ PALACIOS                                   ;impar;NUM;1;  ;999;  ;66
651300;CALLE                   ;DE    ;RUIZ PALACIOS                                   ;par  ;NUM;2;  ;998;  ;66
651400;CALLE                   ;DE    ;RUIZ PERELLO                                    ;impar;NUM;1;  ;999;  ;44
651400;CALLE                   ;DE    ;RUIZ PERELLO                                    ;par  ;NUM;2;  ;998;  ;44
651800;PLAZA                   ;DE    ;RUTILIO GACIS                                   ;impar;NUM;1;  ;999;  ;23
651800;PLAZA                   ;DE    ;RUTILIO GACIS                                   ;par  ;NUM;2;  ;998;  ;23
651850;CALLE                   ;DE    ;RUY GONZALEZ DE CLAVIJO                         ;impar;NUM;1;  ;999;  ;21
651850;CALLE                   ;DE    ;RUY GONZALEZ DE CLAVIJO                         ;par  ;NUM;2;  ;998;  ;21
652900;CALLE                   ;DEL   ;SACRAMENTO                                      ;impar;NUM;1;  ;999;  ;11
652900;CALLE                   ;DEL   ;SACRAMENTO                                      ;par  ;NUM;2;  ;998;  ;11
653500;CALLE                   ;DE    ;SAGASTA                                         ;impar;NUM;1;  ;33;  ;73
653500;CALLE                   ;DE    ;SAGASTA                                         ;par  ;NUM;2;  ;36;  ;14
653700;CUESTA                  ;DEL   ;SAGRADO CORAZON                                 ;impar;NUM;1;  ;999;  ;56
653700;CUESTA                  ;DEL   ;SAGRADO CORAZON                                 ;par  ;NUM;2;  ;10;  ;55
653800;PLAZA                   ;DEL   ;SAGRADO CORAZON DE JESUS                        ;impar;NUM;1;  ;999;  ;53
653800;PLAZA                   ;DEL   ;SAGRADO CORAZON DE JESUS                        ;par  ;NUM;2;  ;998;  ;53
654000;PLAZA                   ;DE LOS;SAGRADOS CORAZONES                              ;impar;NUM;1;  ;1;  ;51
654000;PLAZA                   ;DE LOS;SAGRADOS CORAZONES                              ;impar;NUM;3;  ;3;  ;54
654000;PLAZA                   ;DE LOS;SAGRADOS CORAZONES                              ;impar;NUM;5;  ;7;  ;51
654000;PLAZA                   ;DE LOS;SAGRADOS CORAZONES                              ;par  ;NUM;2;  ;2;  ;54
654000;PLAZA                   ;DE LOS;SAGRADOS CORAZONES                              ;par  ;NUM;4;  ;4;  ;54
654000;PLAZA                   ;DE LOS;SAGRADOS CORAZONES                              ;par  ;NUM;6;  ;6;  ;51
654000;PLAZA                   ;DE LOS;SAGRADOS CORAZONES                              ;otros;S/N;0;  ;0;  ;54
654200;CALLE                   ;DE    ;SAGUNTO                                         ;impar;NUM;1;  ;999;  ;73
654200;CALLE                   ;DE    ;SAGUNTO                                         ;par  ;NUM;2;  ;998;  ;73
654300;CALLE                   ;DE    ;SAHAGUN                                         ;par  ;NUM;2;  ;998;  ;61
654500;CALLE                   ;DE LA ;SAL                                             ;impar;NUM;1;  ;999;  ;161
654500;CALLE                   ;DE LA ;SAL                                             ;par  ;NUM;2;  ;998;  ;161
654700;CALLE                   ;DE    ;SALAMANCA                                       ;impar;NUM;1;  ;999;  ;62
654700;CALLE                   ;DE    ;SALAMANCA                                       ;par  ;NUM;2;  ;998;  ;62
654900;CALLE                   ;DE    ;SALAS                                           ;impar;NUM;1;  ;999;  ;46
654900;CALLE                   ;DE    ;SALAS                                           ;par  ;NUM;2;  ;998;  ;46
655500;PLAZA                   ;DE LAS;SALESAS                                         ;impar;NUM;1;  ;999;  ;14
655500;PLAZA                   ;DE LAS;SALESAS                                         ;par  ;NUM;2;  ;998;  ;14
655600;CALLE                   ;DE    ;SALIENTE                                        ;impar;NUM;1;  ;999;  ;33
655600;CALLE                   ;DE    ;SALIENTE                                        ;par  ;NUM;2;  ;998;  ;33
655850;CALLE                   ;DEL   ;SALITRE                                         ;impar;NUM;1;  ;999;  ;12
655850;CALLE                   ;DEL   ;SALITRE                                         ;par  ;NUM;2;  ;998;  ;12
656500;CALLE                   ;DE LA ;SALUD                                           ;impar;NUM;1;  ;999;  ;163
656500;CALLE                   ;DE LA ;SALUD                                           ;par  ;NUM;2;  ;998;  ;163
656975;CALLE                   ;DE    ;SALUSTIANO OLOZAGA                              ;impar;NUM;1;  ;999;  ;41
656975;CALLE                   ;DE    ;SALUSTIANO OLOZAGA                              ;par  ;NUM;2;  ;998;  ;41
657000;CALLE                   ;DE    ;EL SALVADOR                                     ;impar;NUM;1;  ;999;  ;161
657000;CALLE                   ;DE    ;EL SALVADOR                                     ;par  ;NUM;2;  ;998;  ;161
657800;CALLE                   ;DE LA ;SALVIA                                          ;impar;NUM;1;  ;999;  ;65
657800;CALLE                   ;DE LA ;SALVIA                                          ;par  ;NUM;2;  ;998;  ;65
657904;CALLE                   ;DE    ;SAMARIA                                         ;impar;NUM;1;  ;999;  ;36
657904;CALLE                   ;DE    ;SAMARIA                                         ;par  ;NUM;2;  ;998;  ;36
658500;CALLE                   ;DE    ;SAN AGUSTIN                                     ;impar;NUM;1;  ;999;  ;13
658500;CALLE                   ;DE    ;SAN AGUSTIN                                     ;par  ;NUM;2;  ;998;  ;13
658600;CALLE                   ;DE    ;SAN ALBERTO                                     ;impar;NUM;1;  ;999;  ;163
658600;CALLE                   ;DE    ;SAN ALBERTO                                     ;par  ;NUM;2;  ;998;  ;163
658700;CALLE                   ;DE    ;SAN ALEJANDRO                                   ;impar;NUM;1;  ;999;  ;21
658700;CALLE                   ;DE    ;SAN ALEJANDRO                                   ;par  ;NUM;2;  ;998;  ;21
658900;PLAZA                   ;DE    ;SAN AMARO                                       ;impar;NUM;1;  ;999;  ;62
658900;PLAZA                   ;DE    ;SAN AMARO                                       ;par  ;NUM;2;  ;998;  ;62
659100;CALLE                   ;DE    ;SAN ANASTASIO                                   ;impar;NUM;1;  ;999;  ;22
659100;CALLE                   ;DE    ;SAN ANASTASIO                                   ;par  ;NUM;2;  ;998;  ;22
659200;CALLE                   ;DE    ;SAN ANDRES                                      ;impar;NUM;1;  ;999;  ;15
659200;CALLE                   ;DE    ;SAN ANDRES                                      ;par  ;NUM;2;  ;998;  ;15
659300;COSTANILLA              ;DE    ;SAN ANDRES                                      ;impar;NUM;1;  ;999;  ;11
659300;COSTANILLA              ;DE    ;SAN ANDRES                                      ;par  ;NUM;2;  ;998;  ;11
659400;PLAZA                   ;DE    ;SAN ANDRES                                      ;impar;NUM;1;  ;999;  ;11
659400;PLAZA                   ;DE    ;SAN ANDRES                                      ;par  ;NUM;2;  ;998;  ;11
660100;CALLE                   ;DE    ;SAN ANTONIO                                     ;impar;NUM;1;  ;999;  ;62
660100;CALLE                   ;DE    ;SAN ANTONIO                                     ;par  ;NUM;2;  ;998;  ;62
660400;GLORIETA                ;DE    ;SAN ANTONIO DE LA FLORIDA                       ;impar;NUM;1;  ;9999;  ;91
660400;GLORIETA                ;DE    ;SAN ANTONIO DE LA FLORIDA                       ;par  ;NUM;2;  ;9998;  ;91
660600;CALLE                   ;DE    ;SAN AQUILINO                                    ;impar;NUM;1;  ;999;  ;64
660600;CALLE                   ;DE    ;SAN AQUILINO                                    ;par  ;NUM;2;  ;998;  ;64
661100;CALLE                   ;DE    ;SAN BARTOLOME                                   ;impar;NUM;1;  ;999;  ;14
661100;CALLE                   ;DE    ;SAN BARTOLOME                                   ;par  ;NUM;2;  ;998;  ;14
661400;CALLE                   ;DE    ;SAN BENITO                                      ;impar;NUM;1;  ;999;  ;64
661400;CALLE                   ;DE    ;SAN BENITO                                      ;par  ;NUM;2;  ;998;  ;64
661400;CALLE                   ;DE    ;SAN BENITO                                      ;otros;S/N;0;  ;0;  ;56
661500;CALLE                   ;DE    ;SAN BERNABE                                     ;impar;NUM;1;  ;999;  ;11
661500;CALLE                   ;DE    ;SAN BERNABE                                     ;par  ;NUM;2;  ;998;  ;11
661600;CALLE                   ;DE    ;SAN BERNARDINO                                  ;impar;NUM;1;  ;999;  ;15
661600;CALLE                   ;DE    ;SAN BERNARDINO                                  ;par  ;NUM;2;  ;998;  ;15
661700;CALLE                   ;DE    ;SAN BERNARDO                                    ;impar;NUM;1;  ;11;  ;11
661700;CALLE                   ;DE    ;SAN BERNARDO                                    ;impar;NUM;13;  ;91;  ;15
661700;CALLE                   ;DE    ;SAN BERNARDO                                    ;impar;NUM;93;  ;999;  ;72
661700;CALLE                   ;DE    ;SAN BERNARDO                                    ;par  ;NUM;2;  ;6;  ;11
661700;CALLE                   ;DE    ;SAN BERNARDO                                    ;par  ;NUM;8;  ;92;  ;15
661700;CALLE                   ;DE    ;SAN BERNARDO                                    ;par  ;NUM;94;  ;998;  ;73
661800;CALLE                   ;DE    ;SAN BLAS                                        ;impar;NUM;1;  ;999;  ;13
661800;CALLE                   ;DE    ;SAN BLAS                                        ;par  ;NUM;2;  ;998;  ;13
662300;CALLE                   ;DE    ;SAN BRUNO                                       ;impar;NUM;1;  ;999;  ;11
662300;CALLE                   ;DE    ;SAN BRUNO                                       ;par  ;NUM;2;  ;998;  ;11
662400;CALLE                   ;DE    ;SAN BUENAVENTURA                                ;impar;NUM;1;  ;999;  ;11
662400;CALLE                   ;DE    ;SAN BUENAVENTURA                                ;par  ;NUM;2;  ;998;  ;11
662700;CALLE                   ;DE    ;SAN CARLOS                                      ;impar;NUM;1;  ;999;  ;12
662700;CALLE                   ;DE    ;SAN CARLOS                                      ;par  ;NUM;2;  ;998;  ;12
662900;CALLE                   ;DE    ;SAN CAYETANO                                    ;impar;NUM;1;  ;999;  ;12
662900;CALLE                   ;DE    ;SAN CAYETANO                                    ;par  ;NUM;2;  ;998;  ;12
663000;PLAZA                   ;DE    ;SAN CAYETANO                                    ;impar;NUM;1;  ;999;  ;44
663000;PLAZA                   ;DE    ;SAN CAYETANO                                    ;par  ;NUM;2;  ;998;  ;44
664000;CALLE                   ;DE    ;SAN COSME Y SAN DAMIAN                          ;impar;NUM;1;  ;999;  ;12
664000;CALLE                   ;DE    ;SAN COSME Y SAN DAMIAN                          ;par  ;NUM;2;  ;998;  ;12
664200;CALLE                   ;DE    ;SAN CRISTOBAL                                   ;impar;NUM;1;  ;999;  ;161
664200;CALLE                   ;DE    ;SAN CRISTOBAL                                   ;par  ;NUM;2;  ;998;  ;161
664800;CALLE                   ;DE    ;SAN DANIEL                                      ;impar;NUM;1;  ;999;  ;23
664800;CALLE                   ;DE    ;SAN DANIEL                                      ;par  ;NUM;2;  ;998;  ;23
665600;CALLE                   ;DE    ;SAN DIMAS                                       ;impar;NUM;1;  ;999;  ;15
665600;CALLE                   ;DE    ;SAN DIMAS                                       ;par  ;NUM;2;  ;998;  ;15
666200;CALLE                   ;DE    ;SAN ENRIQUE                                     ;impar;NUM;1;  ;999;  ;62
666200;CALLE                   ;DE    ;SAN ENRIQUE                                     ;par  ;NUM;2;  ;998;  ;62
666300;CALLE                   ;DE    ;SAN EPIFANIO                                    ;impar;NUM;1;  ;999;  ;21
666300;CALLE                   ;DE    ;SAN EPIFANIO                                    ;par  ;NUM;2;  ;998;  ;21
666500;CALLE                   ;DE    ;SAN ERNESTO                                     ;impar;NUM;1;  ;999;  ;53
666500;CALLE                   ;DE    ;SAN ERNESTO                                     ;par  ;NUM;2;  ;998;  ;53
666700;CALLE                   ;DE    ;SAN EUGENIO                                     ;impar;NUM;1;  ;999;  ;12
666700;CALLE                   ;DE    ;SAN EUGENIO                                     ;par  ;NUM;2;  ;998;  ;12
667100;CALLE                   ;DE    ;SAN EVARISTO                                    ;impar;NUM;1;  ;999;  ;23
667100;CALLE                   ;DE    ;SAN EVARISTO                                    ;par  ;NUM;2;  ;998;  ;23
667500;CALLE                   ;DE    ;SAN FELICES                                     ;impar;NUM;1;  ;9999;  ;91
667500;CALLE                   ;DE    ;SAN FELICES                                     ;par  ;NUM;2;  ;9998;  ;91
667600;CALLE                   ;DE    ;SAN FELIPE                                      ;impar;NUM;1;  ;999;  ;63
667600;CALLE                   ;DE    ;SAN FELIPE                                      ;par  ;NUM;2;  ;998;  ;63
667700;CALLE                   ;DE    ;SAN FELIPE NERI                                 ;impar;NUM;1;  ;999;  ;161
667700;CALLE                   ;DE    ;SAN FELIPE NERI                                 ;par  ;NUM;2;  ;998;  ;161
667900;CALLE                   ;DE    ;SAN FELIX                                       ;impar;NUM;1;  ;999;  ;23
667900;CALLE                   ;DE    ;SAN FELIX                                       ;par  ;NUM;2;  ;998;  ;23
668100;TRAVESIA                ;DE    ;SAN FERNANDO                                    ;impar;NUM;1;  ;999;  ;56
668100;TRAVESIA                ;DE    ;SAN FERNANDO                                    ;par  ;NUM;2;  ;998;  ;56
668500;CALLE                   ;DE    ;SAN FERNANDO DEL JARAMA                         ;impar;NUM;1;  ;999;  ;52
668500;CALLE                   ;DE    ;SAN FERNANDO DEL JARAMA                         ;par  ;NUM;2;  ;998;  ;52
669000;CARRERA                 ;DE    ;SAN FRANCISCO                                   ;impar;NUM;1;  ;999;  ;11
669000;CARRERA                 ;DE    ;SAN FRANCISCO                                   ;par  ;NUM;2;  ;998;  ;11
669050;AVENIDA                 ;DE LA ;GRAN VIA DE SAN FRANCISCO                       ;impar;NUM;1;  ;999;  ;11
669050;AVENIDA                 ;DE LA ;GRAN VIA DE SAN FRANCISCO                       ;par  ;NUM;2;  ;998;  ;11
669100;PLAZA                   ;DE    ;SAN FRANCISCO                                   ;impar;NUM;1;  ;999;  ;11
669100;PLAZA                   ;DE    ;SAN FRANCISCO                                   ;par  ;NUM;2;  ;998;  ;11
669400;PASEO                   ;DE    ;SAN FRANCISCO DE SALES                          ;impar;NUM;1;  ;999;  ;76
669400;PASEO                   ;DE    ;SAN FRANCISCO DE SALES                          ;par  ;NUM;2;  ;998;  ;76
669700;PARTICULAR              ;DE    ;SAN GABRIEL                                     ;impar;NUM;1;  ;999;  ;76
669700;PARTICULAR              ;DE    ;SAN GABRIEL                                     ;par  ;NUM;2;  ;998;  ;76
670400;PASADIZO                ;DE    ;SAN GINES                                       ;impar;NUM;1;  ;999;  ;161
670400;PASADIZO                ;DE    ;SAN GINES                                       ;par  ;NUM;2;  ;998;  ;161
670500;PLAZA                   ;DE    ;SAN GINES                                       ;impar;NUM;1;  ;999;  ;161
670500;PLAZA                   ;DE    ;SAN GINES                                       ;par  ;NUM;2;  ;998;  ;161
670700;CALLE                   ;DE    ;SAN GREGORIO                                    ;impar;NUM;1;  ;999;  ;14
670700;CALLE                   ;DE    ;SAN GREGORIO                                    ;par  ;NUM;2;  ;998;  ;14
671100;CALLE                   ;DE    ;SAN HERMENEGILDO                                ;impar;NUM;1;  ;999;  ;15
671100;CALLE                   ;DE    ;SAN HERMENEGILDO                                ;par  ;NUM;2;  ;998;  ;15
671600;CALLE                   ;DE    ;SAN IGNACIO DE LOYOLA                           ;impar;NUM;1;  ;999;  ;15
671600;CALLE                   ;DE    ;SAN IGNACIO DE LOYOLA                           ;par  ;NUM;2;  ;998;  ;15
671800;CALLE                   ;DE    ;SAN ILDEFONSO                                   ;impar;NUM;1;  ;999;  ;12
671800;CALLE                   ;DE    ;SAN ILDEFONSO                                   ;par  ;NUM;2;  ;998;  ;12
671900;PLAZA                   ;DE    ;SAN ILDEFONSO                                   ;impar;NUM;1;  ;999;  ;15
671900;PLAZA                   ;DE    ;SAN ILDEFONSO                                   ;par  ;NUM;2;  ;998;  ;15
672300;CALLE                   ;DE    ;SAN ISIDORO DE SEVILLA                          ;impar;NUM;1;  ;999;  ;22
672300;CALLE                   ;DE    ;SAN ISIDORO DE SEVILLA                          ;par  ;NUM;2;  ;998;  ;22
672400;TRAVESIA                ;DE    ;SAN ISIDORO DE SEVILLA                          ;impar;NUM;3;  ;999;  ;22
672400;TRAVESIA                ;DE    ;SAN ISIDORO DE SEVILLA                          ;par  ;NUM;4;  ;998;  ;22
672600;CALLE                   ;DE    ;SAN ISIDRO LABRADOR                             ;impar;NUM;1;  ;999;  ;11
672600;CALLE                   ;DE    ;SAN ISIDRO LABRADOR                             ;par  ;NUM;2;  ;998;  ;11
672900;PLAZA                   ;DE    ;SAN JAVIER                                      ;impar;NUM;1;  ;999;  ;11
672900;PLAZA                   ;DE    ;SAN JAVIER                                      ;par  ;NUM;2;  ;998;  ;11
673100;CARRERA                 ;DE    ;SAN JERONIMO                                    ;impar;NUM;1;  ;9;  ;163
673100;CARRERA                 ;DE    ;SAN JERONIMO                                    ;impar;NUM;11;  ;999;  ;13
673100;CARRERA                 ;DE    ;SAN JERONIMO                                    ;par  ;NUM;2;  ;20;  ;163
673100;CARRERA                 ;DE    ;SAN JERONIMO                                    ;par  ;NUM;22;  ;998;  ;13
673200;CALLE                   ;DE    ;SAN JOAQUIN                                     ;impar;NUM;1;  ;999;  ;15
673200;CALLE                   ;DE    ;SAN JOAQUIN                                     ;par  ;NUM;2;  ;998;  ;15
673400;CALLE                   ;DE    ;SAN JOSE                                        ;impar;NUM;1;  ;999;  ;13
673400;CALLE                   ;DE    ;SAN JOSE                                        ;par  ;NUM;2;  ;998;  ;13
674200;PLAZUELA                ;DE    ;SAN JUAN                                        ;impar;NUM;1;  ;999;  ;13
674200;PLAZUELA                ;DE    ;SAN JUAN                                        ;par  ;NUM;2;  ;998;  ;13
674500;CALLE                   ;DE    ;SAN JUAN BOSCO                                  ;impar;NUM;1;  ;999;  ;92
674500;CALLE                   ;DE    ;SAN JUAN BOSCO                                  ;par  ;NUM;2;  ;998;  ;92
674700;CALLE                   ;DE    ;SAN JUAN DE LA CRUZ                             ;impar;NUM;1;  ;999;  ;44
674700;CALLE                   ;DE    ;SAN JUAN DE LA CRUZ                             ;par  ;NUM;2;  ;998;  ;44
674800;PLAZA                   ;DE    ;SAN JUAN DE LA CRUZ                             ;impar;NUM;1;  ;999;  ;75
674800;PLAZA                   ;DE    ;SAN JUAN DE LA CRUZ                             ;par  ;NUM;2;  ;998;  ;75
675000;PASAJE                  ;DE    ;SAN JUAN DE DIOS                                ;impar;NUM;1;  ;999;  ;34
675000;PASAJE                  ;DE    ;SAN JUAN DE DIOS                                ;par  ;NUM;2;  ;998;  ;34
675300;CALLE                   ;DE    ;SAN JUAN DE LA SALLE                            ;impar;NUM;1;  ;999;  ;51
675300;CALLE                   ;DE    ;SAN JUAN DE LA SALLE                            ;par  ;NUM;2;  ;998;  ;51
675500;CALLE                   ;DE    ;SAN JULIO                                       ;impar;NUM;1;  ;999;  ;51
675500;CALLE                   ;DE    ;SAN JULIO                                       ;par  ;NUM;2;  ;998;  ;51
675600;CALLE                   ;DE    ;SAN JUSTO                                       ;impar;NUM;1;  ;999;  ;11
675600;CALLE                   ;DE    ;SAN JUSTO                                       ;par  ;NUM;2;  ;998;  ;11
676200;CALLE                   ;DE    ;SAN LEONARDO                                    ;impar;NUM;1;  ;999;  ;15
676200;CALLE                   ;DE    ;SAN LEONARDO                                    ;par  ;NUM;2;  ;998;  ;15
676300;CALLE                   ;DE    ;SAN LEOPOLDO                                    ;impar;NUM;1;  ;999;  ;64
676300;CALLE                   ;DE    ;SAN LEOPOLDO                                    ;par  ;NUM;2;  ;998;  ;64
676500;CALLE                   ;DE    ;SAN LORENZO                                     ;impar;NUM;1;  ;999;  ;14
676500;CALLE                   ;DE    ;SAN LORENZO                                     ;par  ;NUM;2;  ;998;  ;14
676600;CALLE                   ;DE    ;SAN LUCAS                                       ;impar;NUM;1;  ;999;  ;14
676600;CALLE                   ;DE    ;SAN LUCAS                                       ;par  ;NUM;2;  ;998;  ;14
677800;CALLE                   ;DE    ;SAN MARCOS                                      ;impar;NUM;1;  ;999;  ;14
677800;CALLE                   ;DE    ;SAN MARCOS                                      ;par  ;NUM;2;  ;998;  ;14
678100;CALLE                   ;DE    ;SAN MARTIN                                      ;impar;NUM;1;  ;999;  ;161
678100;CALLE                   ;DE    ;SAN MARTIN                                      ;par  ;NUM;2;  ;998;  ;161
678200;PLAZA                   ;DE    ;SAN MARTIN                                      ;impar;NUM;1;  ;999;  ;161
678200;PLAZA                   ;DE    ;SAN MARTIN                                      ;par  ;NUM;2;  ;998;  ;161
678300;CALLE                   ;DEL   ;POSTIGO DE SAN MARTIN                           ;impar;NUM;1;  ;999;  ;161
678300;CALLE                   ;DEL   ;POSTIGO DE SAN MARTIN                           ;par  ;NUM;2;  ;998;  ;161
678500;PASAJE                  ;DE    ;SAN MARTIN DE VALDEIGLESIAS                     ;impar;NUM;1;  ;999;  ;52
678500;PASAJE                  ;DE    ;SAN MARTIN DE VALDEIGLESIAS                     ;par  ;NUM;2;  ;998;  ;52
678800;CALLE                   ;DE    ;SAN MATEO                                       ;impar;NUM;1;  ;999;  ;14
678800;CALLE                   ;DE    ;SAN MATEO                                       ;par  ;NUM;2;  ;998;  ;14
678900;TRAVESIA                ;DE    ;SAN MATEO                                       ;impar;NUM;1;  ;999;  ;14
678900;TRAVESIA                ;DE    ;SAN MATEO                                       ;par  ;NUM;2;  ;998;  ;14
679700;PLAZA                   ;DE    ;SAN MIGUEL                                      ;impar;NUM;1;  ;999;  ;11
679700;PLAZA                   ;DE    ;SAN MIGUEL                                      ;par  ;NUM;2;  ;998;  ;11
679800;CALLE                   ;DE    ;SAN MILLAN                                      ;impar;NUM;1;  ;999;  ;12
679800;CALLE                   ;DE    ;SAN MILLAN                                      ;par  ;NUM;2;  ;998;  ;12
680200;CALLE                   ;DE    ;SAN NAZARIO                                     ;impar;NUM;1;  ;999;  ;52
680200;CALLE                   ;DE    ;SAN NAZARIO                                     ;par  ;NUM;2;  ;998;  ;52
680700;CALLE                   ;DE    ;SAN NICOLAS                                     ;impar;NUM;1;  ;999;  ;11
680700;CALLE                   ;DE    ;SAN NICOLAS                                     ;par  ;NUM;2;  ;998;  ;11
680800;PLAZA                   ;DE    ;SAN NICOLAS                                     ;impar;NUM;1;  ;999;  ;11
680800;PLAZA                   ;DE    ;SAN NICOLAS                                     ;par  ;NUM;2;  ;998;  ;11
681300;CALLE                   ;DE    ;SAN ONOFRE                                      ;impar;NUM;1;  ;999;  ;15
681300;CALLE                   ;DE    ;SAN ONOFRE                                      ;par  ;NUM;2;  ;998;  ;15
682300;CALLE                   ;DE    ;SAN PEDRO                                       ;impar;NUM;1;  ;999;  ;13
682300;CALLE                   ;DE    ;SAN PEDRO                                       ;par  ;NUM;2;  ;998;  ;13
682400;COSTANILLA              ;DE    ;SAN PEDRO                                       ;impar;NUM;1;  ;999;  ;11
682400;COSTANILLA              ;DE    ;SAN PEDRO                                       ;par  ;NUM;2;  ;998;  ;11
682500;PASAJE                  ;DE    ;SAN PEDRO                                       ;impar;NUM;1;  ;999;  ;52
682500;PASAJE                  ;DE    ;SAN PEDRO                                       ;par  ;NUM;2;  ;998;  ;52
682700;CALLE                   ;DE    ;SAN PEDRO MARTIR                                ;impar;NUM;1;  ;999;  ;12
682700;CALLE                   ;DE    ;SAN PEDRO MARTIR                                ;par  ;NUM;2;  ;998;  ;12
683000;CALLE                   ;DE    ;SAN POL DE MAR                                  ;impar;NUM;1;  ;9999;  ;91
683000;CALLE                   ;DE    ;SAN POL DE MAR                                  ;par  ;NUM;2;  ;9998;  ;91
683200;CALLE                   ;DE    ;SAN QUINTIN                                     ;impar;NUM;1;  ;999;  ;11
683200;CALLE                   ;DE    ;SAN QUINTIN                                     ;par  ;NUM;2;  ;998;  ;11
683700;CALLEJON                ;DE    ;SAN RAFAEL                                      ;impar;NUM;1;  ;999;  ;66
683700;CALLEJON                ;DE    ;SAN RAFAEL                                      ;par  ;NUM;2;  ;998;  ;66
683900;CALLE                   ;DE    ;SAN RAIMUNDO                                    ;impar;NUM;1;  ;999;  ;61
683900;CALLE                   ;DE    ;SAN RAIMUNDO                                    ;par  ;NUM;2;  ;998;  ;61
684100;CALLE                   ;DE    ;SAN RAMON NONATO                                ;impar;NUM;1;  ;999;  ;56
684100;CALLE                   ;DE    ;SAN RAMON NONATO                                ;par  ;NUM;2;  ;998;  ;56
684300;CALLE                   ;DE    ;SAN RICARDO                                     ;impar;NUM;1;  ;999;  ;161
684300;CALLE                   ;DE    ;SAN RICARDO                                     ;par  ;NUM;2;  ;998;  ;161
684500;CALLE                   ;DE    ;SAN ROGELIO                                     ;impar;NUM;1;  ;999;  ;61
684500;CALLE                   ;DE    ;SAN ROGELIO                                     ;par  ;NUM;4;  ;998;  ;61
685000;CALLE                   ;DE    ;SAN ROQUE                                       ;impar;NUM;1;  ;999;  ;15
685000;CALLE                   ;DE    ;SAN ROQUE                                       ;par  ;NUM;2;  ;998;  ;15
685500;CALLE                   ;DE    ;SAN SEBASTIAN                                   ;impar;NUM;1;  ;999;  ;13
685500;CALLE                   ;DE    ;SAN SEBASTIAN                                   ;par  ;NUM;2;  ;998;  ;13
686100;CALLE                   ;DE    ;SAN SIMON                                       ;impar;NUM;1;  ;999;  ;12
686100;CALLE                   ;DE    ;SAN SIMON                                       ;par  ;NUM;2;  ;998;  ;12
686500;CALLE                   ;DE    ;SAN TELMO                                       ;impar;NUM;1;  ;999;  ;55
686500;CALLE                   ;DE    ;SAN TELMO                                       ;par  ;NUM;10;  ;998;  ;55
686600;TRAVESIA                ;DE    ;SAN TELMO                                       ;impar;NUM;1;  ;999;  ;55
